in1,in4,in7,out1,out2,out3,out4,out5,ex_attr_1,ex_attr_2,ex_attr_3,ex_attr_4,ex_attr_5
-633.6571985948917,-623.8724163555792,-620.5301625506494,,,,,,-431.10458590244787,-545.2438902423225,-551.5941724716893,-649.1301997209677,-633.9749355232804
-633.8015839592646,-623.8857853707989,-620.5569005810888,,,,,,-431.53907889708876,-544.9965634607577,-551.8080767152047,-649.1322793455573,-633.9660228464671
-633.6237760568424,-623.9526304468975,-620.6103766419677,,,,,,-431.70619158733524,-545.5380085771565,-551.9217133445723,-649.1221783118358,-634.0061298921263
-633.8510493155776,-623.9392614316778,-620.597007626748,,,,,,-431.07116336439856,-545.223836719493,-551.9250555983773,-649.1279715517643,-633.9883045385
-633.7507817014297,-623.9125234012383,-620.5836386115282,,,,,,-431.67276904928593,-544.9163493694396,-551.4838780961265,-649.1336162470792,-633.979391861687
-633.8510493155776,-623.8857853707989,-620.5435315658691,,,,,,-431.47223382099014,-544.5888084965563,-551.6743865630075,-649.1368842285774,-633.9615665080605
-633.8670921338413,-623.9392614316778,-620.597007626748,,,,,,-431.8398817395324,-545.3441578564705,-552.0353499739399,-649.1304968101947,-633.9972172153131
-633.5382143594361,-623.8991543860186,-620.5836386115282,,,,,,-431.0377408263493,-544.7626056944127,-551.5540654260301,-649.124406481039,-633.9704791848739
-633.593027321837,-623.9125234012383,-620.5569005810888,,,,,,-431.23827605464504,-545.1970986890536,-551.9484513750118,-649.1322793455573,-633.979391861687
-633.3002458885252,-623.9125234012383,-620.5836386115282,,,,,,-431.1714309785465,-545.1102000901254,-551.9217133445724,-649.1316851671031,-633.979391861687
-633.6037225340127,-623.9125234012383,-620.597007626748,,,,,,-431.57250143513807,-545.2305212271028,-551.9250555983773,-649.1254462933339,-633.9883045385
-633.548909571612,-623.9125234012383,-620.5702695963085,,,,,,-430.670092907807,-545.0968310749057,-551.8515260146689,-649.1299026317405,-633.9838482000936
-633.2855399717835,-623.925892416458,-620.5836386115282,,,,,,-430.7035154458563,-544.936402892269,-551.6242527559336,-649.125446293334,-633.9972172153133
-633.216021092641,-623.9526304468975,-620.5836386115282,,,,,,-431.0711633643986,-544.9831944455381,-551.9317401059872,-649.1281200963779,-633.9883045385001
-633.0502453039164,-623.925892416458,-620.597007626748,,,,,,-431.27169859269435,-544.7425521715832,-551.4070062586131,-649.124406481039,-634.0016735537197
-632.6251106199293,-623.925892416458,-620.5836386115282,,,,,,-431.8733042775817,-545.3909494097395,-551.985216166866,-649.1316851671031,-633.9972172153131
-632.2735055196507,-623.9526304468975,-620.5702695963085,,,,,,-431.30512113074366,-544.8294507705114,-551.3368189287096,-649.1273773733101,-634.0016735537197
-632.1906176252885,-623.9125234012383,-620.5836386115282,,,,,,-432.240952196124,-545.1168845977353,-551.6710443092027,-649.1252977487203,-634.0061298921263
-632.1906176252885,-623.925892416458,-620.5836386115282,,,,,,-431.6393465112366,-544.702445125924,-551.7378893853012,-649.121732677995,-634.0016735537197
-632.1839331176786,-623.9125234012383,-620.5702695963085,,,,,,-431.7396141253845,-544.749236679193,-551.4872203499315,-649.1263375610152,-633.9972172153131
-632.0756440943989,-623.9392614316778,-620.6103766419677,,,,,,-430.4027126034126,-545.1970986890536,-551.704466847252,-649.1269317394695,-634.0105862305328
-632.0168204274321,-623.9392614316778,-620.5569005810888,,,,,,-431.07116336439856,-545.2305212271028,-551.7144936086667,-649.1351016932147,-634.0016735537197
-631.7507770245597,-623.925892416458,-620.5702695963085,,,,,,-431.7396141253845,-544.8962958466099,-551.463824573297,-649.1218812226086,-633.9972172153131
-631.7948947747848,-623.9392614316778,-621.9339091487199,,,,,,-430.7703605219549,-545.0767775520761,-551.6777288168125,-649.1247035702661,-634.0061298921263
-631.3978350227591,-623.8991543860186,-621.880433087841,,,,,,-430.50298021756055,-544.89629584661,-551.6743865630076,-649.1342104255335,-633.979391861687
-630.9820586494258,-623.8857853707989,-621.8670640726212,,,,,,-431.2048535165958,-544.8762423237803,-551.6342795173484,-649.137329862418,-633.9749355232802
-630.732058064817,-623.8857853707989,-621.9071711182804,,,,,,-431.10458590244787,-544.749236679193,-551.4972471113463,-649.1266346502422,-633.9704791848736
-630.4178862071537,-623.8857853707989,-621.9071711182804,,,,,,-431.4053887448915,-545.0767775520761,-551.5674344412498,-649.1272288286964,-633.9972172153131
-630.2628056306049,-623.9125234012383,-621.9071711182804,,,,,,-431.20485351659573,-545.0433550140268,-551.8047344613998,-649.1269317394695,-633.9883045385
-630.1585273118911,-623.9125234012383,-621.9205401335001,,,,,,-431.338543668793,-545.0032479683678,-551.7746541771555,-649.1310909886489,-633.9927608769066
-629.9726980003371,-623.9125234012383,-621.9071711182804,,,,,,-431.77303666343386,-545.1102000901253,-551.6677020553977,-649.1371813178046,-633.9972172153131
-629.6732320594153,-623.9125234012383,-621.8938021030607,,,,,,-431.07116336439856,-545.3307888412508,-551.744573892911,-649.1318337117167,-633.979391861687
-629.3497018910981,-623.9392614316778,-621.9071711182804,,,,,,-430.8372055980535,-545.1369381205648,-551.9250555983772,-649.1316851671031,-633.9972172153131
-629.1077227156212,-623.8724163555792,-621.8938021030607,,,,,,-431.73961412538455,-544.6155465269958,-551.6743865630075,-649.1334677024657,-633.9749355232804
-628.9446207299407,-623.9392614316778,-621.9205401335001,,,,,,-431.4053887448915,-545.2505747499324,-551.9651626440364,-649.1312395332624,-633.9927608769067
-628.8242995929631,-623.9125234012383,-621.8938021030607,,,,,,-431.33854366879297,-545.036670506417,-551.7245203700816,-649.1325764347844,-633.9838482000936
-628.7053153575076,-623.9125234012383,-621.9339091487199,,,,,,-431.1714309785465,-545.0767775520761,-551.7713119233506,-649.1267831948559,-634.0061298921263
-628.5809835159642,-623.9125234012383,-621.880433087841,,,,,,-431.1714309785464,-545.0366705064168,-551.6944400858372,-649.124406481039,-633.9749355232804
-628.5729621068324,-623.8991543860186,-621.8670640726212,,,,,,-431.03774082634936,-545.0901465672958,-551.8648950298885,-649.127674462537,-633.9883045385
-628.305581802438,-623.925892416458,-621.9071711182804,,,,,,-430.9374732122014,-544.5754394813366,-551.5640921874449,-649.1318337117167,-633.9883045385
-627.975367126511,-623.925892416458,-621.9339091487199,,,,,,-431.8398817395325,-545.2505747499324,-551.8348147456442,-649.1247035702661,-634.0284115841591
-628.2240308095978,-623.8991543860186,-621.8938021030607,,,,,,-430.9374732122013,-544.6222310346056,-551.6476485325682,-649.134358970147,-633.9704791848739
-628.78151874426,-623.925892416458,-621.9071711182804,,,,,,-431.2048535165958,-544.943087399879,-551.844841507059,-649.1321308009436,-633.9660228464671
-628.8443531157927,-623.8991543860186,-621.9071711182804,,,,,,-431.672769049286,-544.989878953148,-551.4504555580772,-649.1377754962587,-633.9660228464672
-628.4379350531133,-623.9392614316778,-621.9339091487199,,,,,,-432.17410712002544,-544.8361352781212,-551.6476485325682,-649.1303482655811,-633.9927608769066
-627.7975592240888,-623.9125234012383,-621.9071711182804,,,,,,-431.50565635903945,-544.9898789531479,-551.7880231923752,-649.1310909886488,-633.9883045385001
-627.6571845642817,-623.9125234012383,-621.9205401335001,,,,,,-431.3719662068422,-545.1569916433945,-551.7412316391062,-649.1269317394695,-633.9927608769066
-627.5943501927491,-623.9392614316778,-621.9339091487199,,,,,,-431.906726815631,-545.3708958869099,-551.9317401059872,-649.1257433825609,-634.0284115841591
-627.4900718740352,-623.9125234012383,-621.9071711182804,,,,,,-431.20485351659573,-545.0968310749056,-551.8080767152047,-649.1351016932148,-633.9972172153131
-628.4553147728989,-623.925892416458,-621.9205401335001,,,,,,-431.30512113074366,-545.4711635010578,-551.9618203902315,-649.1300511763541,-634.0150425689394
-629.0729632760499,-623.8991543860186,-621.9205401335001,,,,,,-431.03774082634925,-544.9965634607579,-551.6810710706175,-649.1282686409912,-633.9883045385
-629.3523756941421,-623.8857853707989,-621.880433087841,,,,,,-430.8706281361028,-545.0032479683676,-551.6476485325682,-649.1279715517643,-633.9615665080605
-629.5181514828665,-623.8724163555792,-621.8938021030607,,,,,,-430.7369379839056,-545.0299859988071,-551.6844133244224,-649.1307938994219,-633.9704791848739
-629.9152112348922,-623.8991543860186,-621.880433087841,,,,,,-430.77036052195496,-545.0299859988071,-551.6509907863731,-649.1281200963779,-633.979391861687
-631.404519530369,-623.8857853707989,-621.8938021030607,,,,,,-431.47223382099014,-544.7626056944127,-551.654333040178,-649.1322793455573,-633.9749355232802
-632.1999759359422,-623.8991543860186,-621.9205401335001,,,,,,-431.43881128294083,-545.2104677042732,-551.891633060328,-649.1296055425134,-634.0016735537197
-632.2882114363924,-623.9392614316778,-621.8938021030607,,,,,,-431.10458590244787,-544.936402892269,-551.6877555782273,-649.1252977487202,-634.0016735537197
-632.2414198831234,-623.8724163555792,-621.9606471791593,,,,,,-431.6059239731873,-545.036670506417,-551.7479161467161,-649.1334677024656,-633.9704791848736
-632.3630779216228,-623.925892416458,-621.9205401335001,,,,,,-431.00431828829994,-544.9096648618297,-551.704466847252,-649.1293084532863,-633.9927608769066
-632.3243077774856,-623.8857853707989,-621.8938021030607,,,,,,-430.7703605219549,-545.036670506417,-551.5741189488597,-649.1306453548082,-633.9660228464671
-632.1772486100688,-623.925892416458,-621.9339091487199,,,,,,-431.10458590244787,-544.8294507705114,-551.6209105021287,-649.1239608471983,-634.0016735537197
-632.1571950872392,-623.8991543860186,-621.880433087841,,,,,,-431.10458590244787,-544.7091296335338,-551.5406964108104,-649.12737737331,-633.979391861687
-632.2681579135628,-623.9392614316778,-621.9071711182804,,,,,,-431.70619158733524,-545.2104677042732,-551.8114189690098,-649.1257433825608,-634.0061298921263
-632.4352706038094,-623.8991543860186,-621.880433087841,,,,,,-431.6393465112366,-544.8695578161705,-551.5507231722252,-649.1278230071507,-633.9749355232804
-632.5769821651384,-623.8857853707989,-621.880433087841,,,,,,-431.2382760546451,-545.1168845977352,-551.9050020755476,-649.131388077876,-633.9838482000936
-632.4740407479464,-623.8857853707989,-621.880433087841,,,,,,-431.3051211307437,-544.4350648215296,-551.4337442890526,-649.1325764347845,-633.9704791848739
-632.3577303155349,-623.9392614316778,-621.9071711182804,,,,,,-431.6059239731874,-545.4377409630085,-551.9618203902314,-649.1291599086727,-634.0061298921263
-632.7427579538629,-623.8857853707989,-621.9071711182804,,,,,,-431.47223382099014,-545.1837296738338,-551.7245203700814,-649.1318337117166,-633.9749355232804
-633.451315760508,-623.925892416458,-621.9071711182804,,,,,,-431.07116336439856,-544.9297183846592,-551.510616126566,-649.1266346502422,-633.9883045385
-633.829658891226,-623.8857853707989,-621.8938021030607,,,,,,-431.23827605464504,-545.1837296738338,-551.8181034766195,-649.1325764347844,-633.9749355232802
-634.0181620058241,-623.9392614316778,-621.2520893725142,,,,,,-431.0377408263493,-544.8428197857311,-551.3735837205638,-649.1275259179235,-633.9927608769066
-634.0796594758348,-623.9125234012383,-621.2253513420748,,,,,,-431.0043182883,-544.9096648618297,-551.6108837407139,-649.1322793455573,-633.979391861687
-633.8256481866601,-623.8857853707989,-621.8938021030607,,,,,,-432.1406845819761,-545.3842649021296,-551.7880231923751,-649.1339133363064,-633.9749355232802
-633.9994453845164,-623.9125234012383,-621.8938021030607,,,,,,-431.27169859269435,-544.8561888009508,-551.5774612026646,-649.1307938994219,-633.9838482000936
-634.1785901884607,-623.9392614316778,-621.9339091487199,,,,,,-431.3719662068423,-545.2839972879817,-551.8281302380343,-649.1306453548082,-633.9972172153131
-634.5074679628658,-623.8991543860186,-621.880433087841,,,,,,-431.1714309785464,-544.9430873998789,-551.604199233104,-649.1322793455573,-633.9660228464672
-634.6665592439804,-623.8724163555792,-621.2253513420748,,,,,,-431.10458590244787,-544.555385958507,-551.1596794770484,-649.1331706132386,-633.9660228464672
-634.6772544561562,-623.8991543860186,-621.2387203572945,,,,,,-430.67009290780703,-544.6356000498254,-551.6108837407139,-649.131685167103,-633.979391861687
-634.828324328139,-623.925892416458,-621.2520893725142,,,,,,-431.572501435138,-545.3441578564705,-551.7345471314962,-649.1301997209675,-633.9972172153131
-634.6465057211509,-623.8724163555792,-621.1986133116353,,,,,,-430.87062813610277,-544.9297183846592,-551.5340119032005,-649.1304968101946,-633.9749355232804
-634.7547947444306,-623.9526304468975,-619.7012836070268,,,,,,-431.33854366879297,-545.1636761510042,-551.8582105222788,-649.1281200963778,-634.0016735537197
-634.8336719342269,-623.9125234012383,-619.8750808048832,,,,,,-431.9735718917296,-545.036670506417,-551.7278626238865,-649.1309424440352,-633.9660228464671
-634.5609440237447,-623.925892416458,-619.9151878505422,,,,,,-430.9708957502507,-544.9765099379283,-551.4872203499315,-649.1303482655811,-633.9838482000933
-634.5074679628658,-623.8590473403594,-619.8884498201028,,,,,,-430.9708957502507,-544.8428197857311,-551.6008569792991,-649.1328735240115,-633.9660228464671
-634.4192324624157,-623.925892416458,-619.928556865762,,,,,,-430.8706281361028,-544.9297183846593,-551.6610175477879,-649.128714274832,-633.9972172153131
-634.6050617739697,-623.9125234012383,-619.8750808048832,,,,,,-430.7369379839056,-544.8896113390001,-551.460482319492,-649.1321308009437,-633.9883045385001
-634.6077355770136,-623.9392614316778,-619.928556865762,,,,,,-431.1714309785465,-544.8093972476818,-551.7178358624717,-649.1258919271745,-634.0016735537197
-634.5890189557061,-623.8857853707989,-619.8617117896633,,,,,,-431.3719662068423,-544.7759747096325,-551.6910978320323,-649.1356958716691,-633.9749355232802
-634.7507840398647,-623.925892416458,-619.928556865762,,,,,,-431.5056563590395,-545.511270546717,-551.9050020755477,-649.1248521148797,-634.0150425689394
-634.8055970022656,-623.925892416458,-619.2333680743366,,,,,,-431.1380084404972,-544.655653572655,-551.4170330200279,-649.1275259179235,-634.0016735537197
-634.8751158814081,-623.925892416458,-619.260106104776,,,,,,-431.6393465112367,-545.4043184249592,-551.9919006744758,-649.1321308009437,-634.0016735537197
-634.825650525095,-623.9392614316778,-619.260106104776,,,,,,-431.67276904928593,-545.0901465672958,-551.5406964108104,-649.1267831948559,-634.0061298921263
-634.8711051768422,-623.925892416458,-619.2066300438971,,,,,,-431.07116336439856,-544.9965634607579,-551.5273273955906,-649.1293084532863,-633.9972172153131
-634.9031908133695,-623.925892416458,-619.2467370895563,,,,,,-431.1380084404972,-544.8428197857311,-551.5373541570054,-649.1334677024656,-634.0016735537197
-635.0395547686106,-623.9392614316778,-619.2467370895563,,,,,,-431.27169859269435,-544.7425521715832,-551.6242527559336,-649.1255948379475,-633.9927608769066
-635.0315333594788,-623.9526304468975,-619.2734751199957,,,,,,-431.1380084404972,-545.3775803945198,-551.9818739130611,-649.1322793455573,-634.0016735537197
-635.1973091482033,-623.9392614316778,-619.2734751199957,,,,,,-431.43881128294083,-544.9965634607578,-551.6910978320323,-649.1229210349035,-633.9927608769066
-635.1852770345056,-623.9526304468975,-619.2734751199957,,,,,,-431.97357189172965,-545.2037831966634,-551.7779964309603,-649.130051176354,-634.0016735537197
-635.2801970425655,-623.9125234012383,-619.3002131504352,,,,,,-431.0711633643986,-544.7692902020226,-551.6610175477879,-649.1223268564493,-633.9972172153131
-635.3791277551915,-623.8857853707989,-619.2333680743366,,,,,,-431.20485351659573,-544.9230338770494,-551.7412316391061,-649.1303482655811,-633.9927608769066
-635.1438330873244,-623.9125234012383,-619.2199990591168,,,,,,-430.7369379839056,-545.5045860391072,-552.1155640652582,-649.1319822563302,-633.9838482000936
-634.9312657453308,-623.8991543860186,-619.2066300438971,,,,,,-431.7730366634338,-544.8762423237804,-551.8749217913033,-649.1342104255333,-633.979391861687
-634.9566668742484,-623.925892416458,-619.2467370895563,,,,,,-431.2048535165958,-544.8294507705114,-551.6977823396421,-649.1310909886488,-634.0016735537197
-635.0034584275173,-623.8991543860186,-619.2066300438971,,,,,,-431.4053887448916,-544.702445125924,-551.5173006341759,-649.1325764347844,-633.9704791848739
-635.0342071625228,-623.8857853707989,-619.1798920134578,,,,,,-431.77303666343386,-545.417687440179,-551.9551358826217,-649.128714274832,-633.9704791848739
-635.0769880112258,-623.9392614316778,-620.597007626748,,,,,,-431.67276904928593,-544.5487014508972,-551.4337442890526,-649.133319157852,-633.9927608769066
-635.1892877390715,-623.925892416458,-620.5702695963085,,,,,,-431.87330427758167,-545.0433550140268,-551.5808034564695,-649.1348046039876,-633.9927608769066
-635.0355440640446,-623.8724163555792,-620.5569005810888,,,,,,-431.8064592014831,-545.0700930444663,-551.56074993364,-649.1352502378282,-633.9749355232804
-634.6625485394145,-623.8991543860186,-620.5569005810888,,,,,,-430.87062813610277,-545.0968310749057,-551.8314724918392,-649.1356958716691,-633.9749355232804
-634.2280555447737,-623.9125234012383,-620.5569005810888,,,,,,-431.80645920148316,-545.2639437651521,-551.9785316592562,-649.1333191578522,-633.9927608769067
-634.0997129986644,-623.9392614316778,-620.597007626748,,,,,,-431.1380084404972,-544.89629584661,-551.7579429081308,-649.1258919271745,-634.0016735537197
-634.2989113254381,-623.9125234012383,-620.5702695963085,,,,,,-431.30512113074366,-545.2572592575423,-551.8247879842294,-649.125743382561,-633.9927608769066
-634.4580026065528,-623.9526304468975,-620.5702695963085,,,,,,-431.53907889708876,-544.9965634607578,-551.56074993364,-649.1261890164017,-634.0105862305328
-634.4259169700255,-623.9392614316778,-620.597007626748,,,,,,-430.87062813610277,-544.7626056944127,-551.5975147254942,-649.1273773733101,-634.0061298921263
-634.3323338634874,-623.925892416458,-620.5836386115282,,,,,,-431.2382760546451,-545.0032479683676,-552.0119541973055,-649.121435588768,-633.9972172153131
-634.1866115975926,-623.925892416458,-620.5702695963085,,,,,,-430.9374732122014,-545.0968310749057,-551.510616126566,-649.1281200963778,-634.0016735537197
-633.976718058643,-623.9392614316778,-620.6103766419677,,,,,,-430.7035154458563,-544.7559211868029,-551.5540654260301,-649.1285657302184,-634.0016735537197
-633.6117439431446,-623.925892416458,-620.5702695963085,,,,,,-430.3692900653633,-544.7759747096325,-551.3501879439293,-649.1263375610151,-634.0061298921263
-633.4526526620299,-623.9392614316778,-620.597007626748,,,,,,-431.6059239731874,-545.0032479683676,-551.4671668271019,-649.1301997209674,-634.019498907346
-633.3363422296184,-623.9125234012383,-620.5702695963085,,,,,,-431.27169859269435,-544.9163493694394,-551.273316106416,-649.1321308009437,-633.9838482000936
-633.2481067291683,-623.8991543860186,-620.5435315658691,,,,,,-431.3719662068423,-544.9831944455382,-551.701124593447,-649.1288628194457,-633.9704791848736
-632.9446300836806,-623.8991543860186,-620.5702695963085,,,,,,-432.240952196124,-545.1904141814437,-551.7044668472519,-649.1282686409912,-633.9838482000936
-632.5529179377429,-623.8991543860186,-619.9018188353226,,,,,,-431.3719662068422,-545.1636761510042,-551.7913654461801,-649.1306453548082,-633.9660228464671
-632.3898159520622,-623.925892416458,-620.2494132310353,,,,,,-430.4027126034126,-544.7559211868029,-551.1396259542188,-649.1297540871269,-633.9526538312474
-632.3898159520622,-623.8857853707989,-620.597007626748,,,,,,-431.6393465112366,-545.0767775520761,-551.8381569994492,-649.1322793455572,-633.9080904471817
-632.1999759359422,-623.8857853707989,-620.5836386115282,,,,,,-431.5056563590394,-545.2037831966634,-551.79804995379,-649.1281200963778,-633.9214594624015
-632.1612057918051,-623.9392614316778,-620.597007626748,,,,,,-431.1380084404972,-545.2305212271028,-551.8147612228146,-649.1257433825609,-633.9571101696539
-631.8109375930484,-623.9392614316778,-620.6103766419677,,,,,,-430.9708957502507,-544.9965634607578,-551.6376217711534,-649.1232181241305,-633.9704791848736
-631.6130761677966,-623.8991543860186,-620.5301625506494,,,,,,-431.7061915873353,-544.889611339,-551.6309372635435,-649.1321308009437,-633.917003123995
-631.9446277452456,-623.8724163555792,-620.5836386115282,,,,,,-431.43881128294083,-545.3842649021296,-552.1991204103815,-649.1300511763541,-633.925915800808
-632.3015804516122,-623.925892416458,-620.597007626748,,,,,,-431.0711633643986,-544.8160817552916,-551.4471133042723,-649.1238123025847,-633.9481974928409
-632.2735055196507,-623.8590473403594,-620.5569005810888,,,,,,-431.10458590244787,-544.9698254303183,-551.941766867402,-649.1339133363065,-633.9259158008081
-632.4245753916335,-623.9392614316778,-620.6103766419677,,,,,,-431.3719662068423,-544.7358676639733,-551.5473809184202,-649.1238123025848,-633.9392848160277
-632.5609393468746,-623.8857853707989,-620.5569005810888,,,,,,-431.07116336439856,-544.7626056944127,-551.5674344412498,-649.1288628194457,-633.9214594624015
-632.4606717327268,-623.8991543860186,-620.5702695963085,,,,,,-431.03774082634925,-545.0099324759775,-551.7178358624716,-649.1279715517643,-633.9348284776212
-632.4312598992434,-623.925892416458,-620.597007626748,,,,,,-430.8372055980535,-544.89629584661,-551.7579429081309,-649.1353987824418,-633.9437411544342
-632.5021156799079,-623.9392614316778,-620.597007626748,,,,,,-432.1072620439268,-544.7291831563634,-551.5941724716893,-649.1241093918119,-633.9571101696539
-632.3109387622659,-623.9125234012383,-620.5836386115282,,,,,,-431.8064592014831,-544.8829268313903,-551.5005893651512,-649.1315366224895,-633.9437411544342
-632.3898159520622,-623.9125234012383,-620.5702695963085,,,,,,-430.8037830600042,-544.8428197857311,-551.7278626238864,-649.121435588768,-633.9437411544344
-632.638479635149,-623.9125234012383,-620.6504836876268,,,,,,-431.5390788970887,-545.4110029325691,-551.9317401059872,-649.1340618809198,-633.9392848160278
-632.6759128777643,-623.9125234012383,-620.5702695963085,,,,,,-431.7730366634338,-544.9765099379283,-551.8381569994491,-649.1420832900518,-633.9348284776212
-633.0382131902187,-623.9125234012383,-620.5702695963085,,,,,,-431.9401493536803,-544.9831944455381,-551.7378893853013,-649.1284171856049,-633.9437411544342
-633.4593371696398,-623.9125234012383,-620.5836386115282,,,,,,-431.6059239731874,-544.9096648618296,-551.6309372635435,-649.1251492041068,-633.9481974928408
-633.63580817054,-623.9125234012383,-620.5702695963085,,,,,,-431.906726815631,-545.1235691053452,-551.9718471516462,-649.124406481039,-633.9392848160277
-633.5609416853097,-623.8991543860186,-620.5435315658691,,,,,,-431.4053887448915,-545.0299859988071,-551.6777288168125,-649.1310167163423,-633.9259158008081
-633.4098718133268,-623.8991543860186,-620.5702695963085,,,,,,-430.9708957502507,-545.0767775520761,-551.3969794971985,-649.1242579364255,-633.9481974928408
-633.3309946235305,-623.9392614316778,-620.5569005810888,,,,,,-431.20485351659573,-544.7091296335338,-551.704466847252,-649.1327249793981,-633.9571101696539
-633.2815292672176,-623.9125234012383,-620.5836386115282,,,,,,-431.1380084404972,-544.8762423237804,-551.6810710706173,-649.1287142748321,-633.9481974928408
-633.2507805322122,-623.8724163555792,-620.5435315658691,,,,,,-431.07116336439856,-544.9965634607578,-551.751258400521,-649.1287142748321,-633.9303721392145
-633.3350053280964,-623.8991543860186,-620.5702695963085,,,,,,-431.3719662068422,-545.2639437651521,-551.6610175477879,-649.1266346502422,-633.9348284776212
-633.5408881624801,-623.8857853707989,-620.5435315658691,,,,,,-431.53907889708876,-544.9898789531479,-551.6877555782273,-649.1281200963779,-633.9214594624015
-633.5756476020514,-623.925892416458,-620.5836386115282,,,,,,-430.63667036975767,-544.9297183846592,-551.5340119032005,-649.1223268564494,-633.9571101696539
-633.4834013970353,-623.8724163555792,-620.5301625506494,,,,,,-431.3719662068422,-545.3307888412508,-552.0888260348188,-649.1266346502424,-633.9125467855883
-633.6104070416226,-623.9392614316778,-620.597007626748,,,,,,-430.8706281361028,-544.8428197857311,-551.8715795374984,-649.1218812226085,-633.9571101696539
-633.8243112851382,-623.925892416458,-620.5836386115282,,,,,,-431.3719662068423,-545.223836719493,-552.0654302581843,-649.120098687246,-633.9392848160278
-633.9366110129838,-623.8857853707989,-620.5569005810888,,,,,,-431.3385436687929,-545.4577944858381,-552.0186387049154,-649.1171277949749,-633.9125467855882
-634.064953559093,-623.9125234012383,-620.5702695963085,,,,,,-431.43881128294083,-545.2505747499324,-551.8214457304246,-649.1257433825609,-633.9481974928408
-634.1130820138841,-623.9125234012383,-620.5836386115282,,,,,,-430.9374732122014,-544.9564564150986,-551.7278626238865,-649.1264861056287,-633.9348284776212
-633.9031884749345,-623.925892416458,-620.5836386115282,,,,,,-430.73693798390565,-544.3414817149916,-551.2499203297814,-649.1273773733101,-633.9526538312475
-633.9834025662528,-623.8857853707989,-620.5301625506494,,,,,,-431.9735718917296,-545.3575268716902,-551.6443062787632,-649.1293084532863,-633.9170031239948
-634.1772532869387,-623.9125234012383,-620.5435315658691,,,,,,-431.53907889708876,-545.3775803945198,-551.9751894054513,-649.1255948379476,-633.9392848160277
-634.305595833048,-623.8857853707989,-620.5702695963085,,,,,,-431.1380084404972,-544.796028232462,-551.6376217711534,-649.1291599086728,-633.9214594624015
-634.5074679628658,-623.925892416458,-620.5836386115282,,,,,,-431.4722338209902,-545.1569916433943,-551.7345471314964,-649.1301997209674,-633.9526538312474
-634.6077355770136,-623.8857853707989,-620.5167935354297,,,,,,-431.2382760546451,-545.2372057347127,-551.8047344613998,-649.1297540871269,-633.917003123995
-634.7133507972495,-623.9125234012383,-620.5702695963085,,,,,,-431.8733042775817,-545.0099324759775,-551.6108837407139,-649.1275259179235,-633.9392848160278
-634.9192336316331,-623.9125234012383,-620.5836386115282,,,,,,-432.00699442977896,-545.3909494097395,-552.1857513951618,-649.1175734288156,-633.9392848160278
-634.9967739199076,-623.925892416458,-620.5836386115282,,,,,,-430.8037830600042,-544.7091296335338,-551.6175682483238,-649.1263375610152,-633.9481974928408
-635.2441007014723,-623.9125234012383,-619.9018188353226,,,,,,-431.2048535165958,-545.036670506417,-551.9952429282808,-649.1272288286965,-633.9348284776212
-635.5662939682676,-623.8857853707989,-619.8750808048832,,,,,,-430.50298021756055,-545.1837296738339,-551.6476485325682,-649.1279715517643,-633.917003123995
-635.7989148330906,-623.8724163555792,-619.8617117896633,,,,,,-430.97089575025063,-544.8361352781212,-551.5640921874449,-649.1358444162826,-633.917003123995
-635.9687013263812,-623.9125234012383,-619.9151878505422,,,,,,-431.1714309785465,-544.7358676639733,-551.366899212954,-649.1264861056289,-633.9214594624015
-636.355065866231,-623.9125234012383,-619.928556865762,,,,,,-430.46955767951124,-544.4818563747986,-551.4771935885167,-649.1252977487203,-633.9348284776212
-636.453996578857,-623.8991543860186,-619.9151878505422,,,,,,-431.70619158733524,-545.5647466075959,-551.7512584005209,-649.1255948379473,-633.9392848160278
-636.543568980829,-623.9526304468975,-619.928556865762,,,,,,-430.904050674152,-544.8628733085606,-551.7111513548617,-649.1215841333816,-633.9571101696539
-636.6170985645375,-623.9526304468975,-619.9552948962014,,,,,,-431.6059239731873,-544.9631409227086,-551.6409640249583,-649.1232181241305,-633.9571101696539
-636.7293982923832,-623.8857853707989,-619.8750808048832,,,,,,-431.8733042775817,-544.9831944455382,-551.6810710706175,-649.1291599086727,-633.9259158008081
-636.8711098537121,-623.8857853707989,-619.8750808048832,,,,,,-431.6059239731873,-544.5620704661169,-551.3000541368554,-649.1299026317405,-633.917003123995
-636.8162968913113,-623.9392614316778,-619.928556865762,,,,,,-431.50565635903945,-545.0166169835875,-551.4738513347118,-649.1263375610152,-633.9571101696539
-637.1518591733262,-623.925892416458,-619.9151878505422,,,,,,-431.70619158733524,-544.6422845574352,-551.8214457304244,-649.1273773733101,-633.9348284776212
-637.3149611590069,-623.9125234012383,-619.928556865762,,,,,,-431.7730366634338,-545.0767775520761,-551.6108837407139,-649.1232181241306,-633.9348284776212
-637.1959769235513,-623.8857853707989,-619.8750808048832,,,,,,-431.67276904928593,-544.89629584661,-551.8047344613998,-649.1297540871269,-633.9303721392147
-636.9018585887175,-623.8857853707989,-619.928556865762,,,,,,-431.0043182883,-545.270628272762,-551.8281302380343,-649.1290113640591,-633.9348284776212
-636.8122861867454,-623.925892416458,-619.9419258809818,,,,,,-431.0711633643986,-544.9163493694396,-551.7779964309603,-649.1199501426324,-633.9660228464671
