in1,in4,in7,out1,out2,out3,out4,out5,ex_attr_1,ex_attr_2,ex_attr_3,ex_attr_4,ex_attr_5
-624.7627927692124,-623.8991543860186,-622.5622528640467,1442.3957844509528,1457.7701519536297,1494.5349438078574,1489.8557884809559,1487.048295284815,-438.1233188928005,-545.2505747499324,-552.0687725119892,-649.1238123025848,-633.9303721392147
-624.2561070923852,-623.9392614316778,-622.6023599097058,1443.0642352119387,1456.0321799750664,1494.1338733512662,1491.3263801551252,1489.18733771997,-438.15674143084976,-544.9297183846592,-551.744573892911,-649.1200986872459,-633.9615665080605
-623.8042343779586,-623.8991543860186,-622.5756218792664,1443.4653056685306,1454.6952784530943,1496.673986243013,1491.4600703073222,1489.8557884809559,-437.88936112645536,-545.083462059686,-551.8749217913033,-649.1276744625372,-633.9437411544342
-623.3162653224389,-623.9392614316778,-622.6157289249255,1444.2674465817136,1460.9787156063626,1498.0108877649848,1491.4600703073222,1490.7916195463363,-437.85593858840605,-544.8762423237804,-551.6777288168125,-649.1254462933339,-633.9615665080605
-622.9873875480337,-623.925892416458,-622.5889908944862,1444.4011367339106,1457.6364618014327,1496.80767639521,1492.2622112205056,1488.919957415576,-437.956206202554,-545.4243719477888,-552.2024626641864,-649.1258919271745,-633.9437411544343
-622.8122534486554,-623.925892416458,-622.6290979401452,1444.9358973426997,1458.0375322580242,1498.1445779171818,1493.46542259028,1490.1231687853503,-438.0230512786526,-544.9898789531479,-551.6008569792991,-649.1315366224895,-633.9481974928408
-622.7921999258258,-623.8857853707989,-621.2253513420748,1445.336967799291,1462.3156171283345,1497.8771976127873,1492.9306619814915,1492.663281677097,-438.1233188928004,-545.0634085368564,-551.5139583803709,-649.1299026317405,-633.8991777703686
-622.5488838488269,-623.925892416458,-622.5889908944862,1446.0054185602771,1460.042884540982,1498.8130286781677,1494.2675635034634,1493.1980422858855,-437.75567097425824,-544.9230338770494,-551.5841457102745,-649.1299026317406,-633.9392848160277
-622.0863159222247,-623.8991543860186,-622.5488838488269,1446.5401791690658,1460.3102648453764,1497.7435074605903,1493.1980422858855,1493.1980422858855,-438.3238541210962,-545.3307888412508,-551.8348147456442,-649.1296055425133,-633.9348284776211
-620.9980780833396,-623.8456783251397,-622.5622528640467,1447.2086299300518,1459.240743627799,1497.609817308393,1495.0697044166466,1488.919957415576,-437.85593858840605,-544.9497719074889,-551.6944400858372,-649.1319822563303,-633.925915800808
-620.8777569463621,-623.9125234012383,-622.6157289249255,1447.8770806910377,1462.9840678893204,1497.3424370039986,1494.2675635034634,1487.7167460458008,-437.68882589815956,-545.1168845977352,-551.8281302380343,-649.1307938994219,-633.9526538312474
-620.7226763698134,-623.8991543860186,-622.5488838488269,1448.0107708432347,1458.70598301901,1496.0055354820267,1493.1980422858855,1491.1926900029277,-437.92278366450466,-545.1970986890535,-551.7612851619358,-649.1348046039877,-633.9170031239948
-620.6478098845829,-623.925892416458,-622.5889908944862,1448.6792216042209,1460.3102648453764,1495.7381551776325,1494.4012536556606,1489.9894786331533,-438.2235865069483,-545.3107353184212,-552.0320077201351,-649.1282686409915,-633.9214594624015
-620.6437991800169,-623.925892416458,-622.5889908944862,1448.8129117564183,1459.5081239321935,1494.000183199069,1494.000183199069,1491.3263801551252,-438.19016396889907,-545.0567240292464,-551.5908302178842,-649.1254462933339,-633.9348284776212
-620.8536927189666,-623.925892416458,-622.5889908944862,1449.481362517404,1460.1765746931796,1492.5295915248998,1493.1980422858855,1494.8023241122519,-438.32385412109625,-545.2104677042732,-551.7044668472519,-649.1281200963779,-633.9348284776212
-623.0916658667476,-623.8991543860186,-622.5756218792664,1450.283503430587,1460.4439549975737,1491.9948309161114,1493.46542259028,1494.2675635034634,-437.92278366450466,-544.7759747096325,-551.5039316189561,-649.1239608471983,-633.8991777703685
-624.5996907835319,-623.8857853707989,-622.5622528640467,1450.4171935827842,1459.240743627799,1492.1285210683081,1493.46542259028,1492.3959013727026,-437.88936112645536,-545.0634085368564,-551.9150288369625,-649.133319157852,-633.9125467855883
-624.7587820646465,-623.925892416458,-622.5622528640467,1450.818264039376,1458.70598301901,1492.663281677097,1489.5884081765616,1493.46542259028,-438.290431583047,-545.2171522118831,-551.9183710907676,-649.1297540871269,-633.9214594624015
-624.741402344861,-623.8991543860186,-623.2440726402524,1450.818264039376,1460.577645149771,1491.727450611717,1488.6525771111815,1491.727450611717,-437.4882906698638,-545.3441578564705,-552.032007720135,-649.1254462933339,-633.9214594624015
-624.828300943789,-623.9125234012383,-623.217334609813,1451.486714800362,1459.5081239321935,1492.5295915248998,1486.7809149804204,1494.000183199069,-438.1233188928005,-544.8428197857311,-551.6376217711534,-649.1203957764732,-633.9170031239948
-624.8964829214096,-623.9125234012383,-623.2574416554721,1450.9519541915731,1458.70598301901,1492.663281677097,1487.1819854370121,1495.337084721041,-437.4214455937652,-544.8227662629015,-551.744573892911,-649.1226239456764,-633.9214594624015
-624.9887291264257,-623.8857853707989,-623.2574416554721,1451.6204049525593,1459.9091943887852,1494.4012536556606,1489.5884081765616,1495.470774873238,-437.35460051766665,-544.8294507705114,-551.5674344412498,-649.1238123025848,-633.9303721392147
-625.5047731139068,-623.8991543860186,-623.2307036250327,1452.0214754091505,1457.9038421058272,1493.3317324380832,1486.246154371632,1494.9360142644493,-437.65540336011026,-545.0299859988071,-551.6810710706175,-649.1291599086728,-633.9125467855883
-625.881779343103,-623.8857853707989,-623.2307036250327,1452.823616322334,1460.4439549975737,1493.3317324380832,1488.919957415576,1494.668633960055,-437.38802305571585,-544.6757070954845,-551.4471133042723,-649.1279715517643,-633.925915800808
-626.3697483986226,-623.925892416458,-623.2307036250327,1452.823616322334,1457.5027716492355,1493.46542259028,1491.0589998507307,1495.337084721041,-437.621980822061,-544.7893437248522,-551.4838780961265,-649.1297540871269,-633.8991777703685
-626.737396317165,-623.925892416458,-623.2440726402524,1452.823616322334,1459.240743627799,1494.000183199069,1490.2568589375478,1495.6044650254355,-438.62465696353996,-545.1703606586141,-551.8782640451083,-649.1251492041067,-633.9392848160277
-626.9820492956859,-623.8991543860186,-623.2307036250327,1453.759447387714,1458.1712224102216,1493.7328028946745,1489.18733771997,1495.337084721041,-438.0230512786526,-544.702445125924,-551.3769259743688,-649.1352502378284,-633.9036341087751
-627.0101242276473,-623.925892416458,-623.2307036250327,1453.4920670833199,1459.240743627799,1493.5991127424775,1489.7220983287589,1493.7328028946745,-437.7890935123075,-544.9430873998789,-551.8615527760836,-649.1187617857239,-633.9303721392145
-626.8898030906698,-623.9125234012383,-623.2440726402524,1453.759447387714,1457.101701192644,1492.5295915248998,1489.4547180243644,1495.7381551776325,-438.19016396889907,-545.076777552076,-551.9150288369624,-649.1278230071507,-633.9125467855883
-626.8109259008735,-623.8857853707989,-623.2708106706917,1454.0268276921086,1457.5027716492355,1493.3317324380832,1489.7220983287589,1494.000183199069,-437.8893611264554,-545.698436759793,-552.1556711109174,-649.1330220686251,-633.9125467855882
-626.8082520978295,-623.8991543860186,-623.217334609813,1454.294207996503,1458.0375322580242,1494.4012536556606,1489.9894786331533,1494.9360142644493,-437.6554033601103,-545.4511099782283,-551.8782640451083,-649.1269317394695,-633.9214594624015
-626.8496960450107,-623.8857853707989,-623.217334609813,1454.4278981486998,1458.5722928668133,1493.8664930468717,1489.18733771997,1494.1338733512662,-436.5858821425328,-544.6957606183141,-551.5707766950547,-649.1281200963778,-633.9036341087752
-626.8082520978295,-623.9125234012383,-623.2440726402524,1455.2300390618834,1458.5722928668133,1494.8023241122519,1488.518886958984,1495.470774873238,-437.68882589815956,-545.2906817955916,-551.9283978521822,-649.1351016932148,-633.9303721392146
-626.9165411211093,-623.9125234012383,-623.2307036250327,1455.096348909686,1461.3797860629538,1494.000183199069,1488.919957415576,1495.7381551776325,-437.5217132079131,-544.8495042933409,-551.6743865630076,-649.1315366224895,-633.9036341087752
-627.2467557970363,-623.9125234012383,-623.2440726402524,1454.8289686052917,1459.9091943887852,1492.7969718292943,1488.7862672633785,1491.5937604595197,-437.6888258981596,-544.9831944455382,-551.6443062787632,-649.1330220686251,-633.9303721392146
-627.6103930110127,-623.9125234012383,-623.2307036250327,1455.096348909686,1460.8450254541654,1493.0643521336888,1489.18733771997,1492.663281677097,-437.88936112645536,-545.130253612955,-551.5941724716893,-649.1282686409915,-633.917003123995
-627.830981762138,-623.9392614316778,-623.2440726402524,1455.631109518475,1460.9787156063626,1493.3317324380832,1490.5242392419418,1493.7328028946745,-437.7556709742582,-545.2037831966634,-551.941766867402,-649.1306453548082,-633.9080904471817
-628.0341907934777,-623.9125234012383,-623.2307036250327,1455.631109518475,1459.3744337799963,1493.0643521336888,1491.3263801551252,1495.6044650254355,-438.1233188928005,-545.2839972879817,-551.8682372836936,-649.1267831948558,-633.9303721392147
-628.2440843324273,-623.9125234012383,-623.2307036250327,1455.8984898228691,1457.235391344841,1492.9306619814915,1492.1285210683081,1496.0055354820267,-437.92278366450466,-544.8428197857311,-551.7646274157407,-649.1285657302184,-633.9214594624013
-628.403175613542,-623.925892416458,-623.2841796859116,1455.631109518475,1460.042884540982,1492.5295915248998,1490.7916195463363,1492.663281677097,-438.1567414308497,-545.0901465672957,-551.7846809385703,-649.1211384995408,-633.9437411544342
-628.4259029394156,-623.925892416458,-623.2574416554721,1455.8984898228691,1460.7113353019681,1492.2622112205056,1491.5937604595197,1493.7328028946745,-438.2235865069483,-545.1035155825155,-551.8281302380342,-649.1328735240115,-633.9392848160277
-628.3978280074541,-623.925892416458,-623.2574416554721,1455.631109518475,1460.577645149771,1492.7969718292943,1491.0589998507307,1495.2033945688436,-438.0898963547512,-544.6623380802648,-551.6844133244223,-649.1208414103137,-633.9303721392146
-628.4713575911626,-623.925892416458,-623.2440726402524,1455.3637292140804,1459.3744337799963,1492.9306619814915,1490.2568589375478,1492.663281677097,-438.29043158304694,-544.889611339,-551.5674344412498,-649.130348265581,-633.9303721392146
-628.642480985975,-623.9125234012383,-623.2440726402524,1454.962658757489,1458.4386027146156,1491.727450611717,1490.7916195463363,1493.46542259028,-437.85593858840616,-545.083462059686,-551.6309372635435,-649.1328735240115,-633.9036341087752
-628.7440855016448,-623.9125234012383,-623.2440726402524,1454.962658757489,1457.3690814970382,1492.663281677097,1492.5295915248998,1491.5937604595197,-438.15674143084976,-544.9965634607578,-551.704466847252,-649.1275259179235,-633.9348284776212
-628.7347271909911,-623.8991543860186,-623.2440726402524,1454.6952784530943,1458.8396731712078,1492.7969718292943,1492.3959013727026,1492.1285210683081,-437.88936112645536,-545.2505747499325,-551.7579429081309,-649.1290113640592,-633.9348284776211
-628.7440855016448,-623.8991543860186,-623.2440726402524,1454.8289686052917,1459.1070534756018,1493.8664930468717,1490.3905490897446,1491.0589998507307,-437.6888258981596,-544.8762423237804,-551.557407679835,-649.1261890164017,-633.917003123995
-628.8978291766716,-623.9392614316778,-623.2841796859116,1454.294207996503,1459.6418140843907,1492.2622112205056,1491.3263801551252,1492.3959013727026,-437.8893611264554,-545.1970986890535,-551.8515260146688,-649.1224754010628,-633.9526538312474
-629.1438190567145,-623.8857853707989,-623.217334609813,1454.294207996503,1459.9091943887852,1491.1926900029277,1491.9948309161114,1489.9894786331533,-437.92278366450466,-544.9631409227086,-551.7679696695456,-649.1309424440354,-633.917003123995
-629.3376697774004,-623.9125234012383,-623.2440726402524,1453.6257572355169,1458.0375322580242,1489.3210278721672,1489.3210278721672,1490.657929394139,-438.49096681134273,-544.7425521715832,-551.6309372635435,-649.1282686409913,-633.9348284776211
-629.4419480961142,-623.8991543860186,-623.217334609813,1453.3583769311224,1457.3690814970382,1489.8557884809559,1488.919957415576,1490.657929394139,-437.621980822061,-545.223836719493,-551.8615527760836,-649.1322793455573,-633.9303721392146
-629.5542478239598,-623.9526304468975,-623.2841796859116,1453.090996626728,1455.096348909686,1488.7862672633785,1489.0536475677727,1489.7220983287589,-437.956206202554,-545.2973663032014,-551.8615527760836,-649.1260404717882,-633.957110169654
-629.6585261426736,-623.925892416458,-623.2708106706917,1453.4920670833199,1456.0321799750664,1487.3156755892094,1489.0536475677727,1490.5242392419418,-437.8225160503568,-544.9965634607578,-551.6309372635435,-649.1279715517643,-633.9348284776212
-629.8577244694475,-623.9125234012383,-623.2440726402524,1452.5562360179395,1455.096348909686,1485.711393762843,1486.246154371632,1485.0429430018573,-437.85593858840605,-544.9698254303183,-551.4972471113463,-649.1288628194457,-633.9392848160277
-629.9339278561998,-623.8857853707989,-623.217334609813,1452.5562360179395,1454.962658757489,1484.6418725452656,1483.0375907188993,1485.9787740672375,-437.7556709742582,-545.036670506417,-551.5206428879808,-649.1391123977807,-633.9125467855883
-629.8069222116126,-623.8857853707989,-623.2307036250327,1452.0214754091505,1452.823616322334,1483.1712808710963,1485.577703610646,1484.240802088674,-438.0898963547512,-544.7626056944127,-551.5507231722252,-649.1293084532863,-633.9125467855883
-629.7561199537776,-623.9125234012383,-623.2307036250327,1451.8877852569537,1452.4225458657422,1481.5669990447302,1483.706041479885,1484.1071119364767,-438.0230512786526,-544.8227662629015,-551.7312048776914,-649.1275259179235,-633.9125467855883
-629.7761734766071,-623.8857853707989,-623.2440726402524,1451.6204049525593,1452.288855713545,1481.1659285881383,1483.5723513276882,1483.0375907188993,-438.3572766591455,-545.2438902423225,-551.7412316391061,-649.1304968101947,-633.9259158008081
-629.7868686887829,-623.925892416458,-623.2574416554721,1451.0856443437701,1450.4171935827842,1482.1017596535187,1483.0375907188993,1485.0429430018573,-437.85593858840605,-545.1168845977353,-551.751258400521,-649.1269317394693,-633.9214594624013
-629.7240343172502,-623.9392614316778,-623.2574416554721,1450.6845738871787,1449.7487428217983,1480.2300975227583,1481.0322384359413,1484.3744922408712,-438.524389349392,-545.2639437651522,-551.8080767152048,-649.1258919271745,-633.9348284776212
-629.6050500817948,-623.9392614316778,-623.2574416554721,1450.1498132783902,1450.1498132783902,1480.0964073705609,1479.427956609575,1483.8397316320822,-437.8559385884061,-545.1369381205649,-551.8515260146689,-649.1267831948558,-633.9348284776211
-629.5609323315697,-623.9125234012383,-623.2574416554721,1449.8824329739957,1448.4118412998264,1478.8931960007865,1478.4921255441946,1483.8397316320822,-437.8225160503568,-544.9163493694396,-551.7111513548618,-649.1211384995408,-633.9348284776212
-629.5355312026522,-623.9125234012383,-623.2440726402524,1449.7487428217983,1449.0802920608123,1480.0964073705609,1478.8931960007865,1483.4386611754906,-437.85593858840605,-545.0166169835874,-551.5674344412498,-649.123069579517,-633.9392848160277
-629.4807182402513,-623.8991543860186,-623.2307036250327,1450.0161231261927,1448.946601908615,1479.0268861529835,1478.3584353919975,1483.9734217842795,-438.0564738167019,-545.2773127803719,-551.8749217913034,-649.1297540871268,-633.9214594624015
-629.4833920432953,-623.8857853707989,-623.2307036250327,1450.283503430587,1449.3476723652068,1477.4226043266171,1478.759505848589,1482.3691399579131,-438.4575442732935,-545.0166169835874,-551.5473809184202,-649.1198015980187,-633.9348284776212
-629.3911458382793,-623.925892416458,-623.2574416554721,1450.818264039376,1448.6792216042209,1477.0215338700255,1478.3584353919975,1484.90925284966,-438.39069919719486,-545.1369381205649,-551.7713119233506,-649.1276744625371,-633.9348284776211
-629.2988996332632,-623.9392614316778,-623.2708106706917,1450.6845738871787,1448.4118412998264,1477.28891417442,1477.8236747832084,1483.0375907188993,-438.29043158304694,-544.8160817552916,-551.6877555782272,-649.1321308009437,-633.9481974928409
-629.165209481066,-623.8991543860186,-623.2574416554721,1450.9519541915731,1448.6792216042209,1477.0215338700255,1476.754153565631,1485.4440134584486,-438.32385412109625,-544.9698254303183,-551.4471133042723,-649.1186132411106,-633.9259158008081
-629.0355300334347,-623.8991543860186,-623.2440726402524,1450.5508837349814,1448.8129117564183,1476.0857028046453,1477.1552240222227,1483.9734217842795,-438.42412173524417,-545.1904141814437,-551.8648950298885,-649.13406188092,-633.9214594624015
-628.5890049250961,-623.925892416458,-623.2574416554721,1450.818264039376,1448.1444609954322,1475.8183225002508,1477.28891417442,1485.577703610646,-438.15674143084976,-544.9631409227085,-551.5507231722252,-649.1291599086726,-633.9392848160277
-628.0502336117414,-623.9125234012383,-623.217334609813,1451.0856443437701,1448.5455314520239,1475.952012652448,1475.1498717392647,1485.4440134584486,-438.0230512786525,-545.0834620596859,-551.4571400656871,-649.1255948379475,-633.9392848160277
-627.9178803610662,-623.9392614316778,-623.2574416554721,1451.0856443437701,1449.3476723652068,1476.3530831090397,1474.6151111304762,1484.1071119364767,-438.75834711573714,-544.9765099379283,-551.701124593447,-649.1294569978998,-633.9392848160277
-627.6210882231884,-623.925892416458,-623.2708106706917,1450.9519541915731,1448.4118412998264,1475.6846323480536,1473.5455899128988,1484.1071119364767,-438.39069919719486,-545.1369381205648,-551.7144936086667,-649.1278230071507,-633.9303721392147
-627.2975580548712,-623.9125234012383,-623.2307036250327,1451.2193344959676,1449.6150526696013,1475.4172520436591,1473.94666036949,1486.1124642194347,-438.4575442732935,-545.2639437651521,-551.8381569994492,-649.1254462933339,-633.9036341087751
-627.0903383189656,-623.8991543860186,-623.2440726402524,1450.818264039376,1450.283503430587,1475.5509421958566,1473.6792800650958,1486.6472248282234,-437.6888258981595,-544.9564564150986,-551.6610175477879,-649.1293084532863,-633.925915800808
-626.8550436510985,-623.9392614316778,-623.2039655945931,1451.6204049525593,1450.6845738871787,1475.952012652448,1474.4814209782787,1486.6472248282234,-438.42412173524417,-544.9029803542198,-551.6209105021287,-649.1263375610152,-633.9392848160277
-626.97135408351,-623.925892416458,-623.2307036250327,1452.0214754091505,1451.3530246481646,1475.6846323480536,1473.8129702172928,1486.3798445238292,-437.78909351230755,-545.1837296738339,-551.607541486909,-649.1278230071507,-633.9303721392146
-626.8924768937137,-623.8857853707989,-623.2440726402524,1452.155165561348,1452.6899261701367,1476.0857028046453,1474.0803505216873,1486.7809149804204,-437.9896287406033,-545.1436226281746,-551.7579429081308,-649.1260404717882,-633.9348284776211
-626.7494284308627,-623.8991543860186,-623.2307036250327,1452.5562360179395,1450.818264039376,1475.952012652448,1475.0161815870679,1486.1124642194347,-438.0564738167018,-544.9497719074888,-551.7078091010569,-649.1309424440353,-633.925915800808
-626.687930960852,-623.8991543860186,-623.2708106706917,1452.823616322334,1451.486714800362,1476.0857028046453,1474.8824914348706,1486.6472248282234,-437.7222484362088,-545.2037831966634,-551.7378893853013,-649.1294569978999,-633.9303721392146
-626.5288396797373,-623.9392614316778,-623.2574416554721,1452.823616322334,1452.9573064745312,1477.5562944788144,1475.8183225002508,1488.518886958984,-437.956206202554,-544.9698254303183,-551.7746541771555,-649.1294569978998,-633.9437411544342
-626.5021016492979,-623.8991543860186,-623.2307036250327,1452.9573064745312,1452.0214754091505,1478.759505848589,1475.6846323480536,1489.18733771997,-437.5217132079131,-545.1837296738338,-551.9919006744758,-649.1307938994219,-633.9303721392146
-626.5315134827813,-623.9125234012383,-623.2440726402524,1453.3583769311224,1452.6899261701367,1478.8931960007865,1476.6204634134342,1488.919957415576,-438.08989635475115,-544.9965634607578,-551.7913654461801,-649.1285657302185,-633.9214594624013
-626.6103906725776,-623.925892416458,-623.2574416554721,1453.4920670833199,1451.0856443437701,1480.2300975227583,1477.28891417442,1488.385196806787,-437.6554033601103,-545.0901465672958,-551.6910978320323,-649.134656059374,-633.9437411544343
-626.3697483986226,-623.9125234012383,-623.2440726402524,1453.4920670833199,1452.823616322334,1479.1605763051807,1477.0215338700255,1487.9841263501953,-438.190163968899,-545.036670506417,-551.7445738929111,-649.1288628194455,-633.9259158008081
-625.6758965087192,-623.8857853707989,-623.217334609813,1453.6257572355169,1452.288855713545,1479.8290270661664,1477.4226043266171,1489.7220983287589,-438.0564738167019,-545.1770451662239,-551.7211781162765,-649.1321308009436,-633.9036341087752
-624.7093167083336,-623.8991543860186,-623.2307036250327,1453.8931375399113,1451.6204049525593,1479.294266457378,1477.28891417442,1487.7167460458008,-437.6554033601103,-545.083462059686,-551.6710443092027,-649.1285657302185,-633.9437411544342
-624.1732191980228,-623.925892416458,-623.2574416554721,1453.8931375399113,1451.486714800362,1478.625815696392,1477.28891417442,1488.6525771111815,-437.8225160503568,-545.1569916433943,-551.6810710706173,-649.1255948379473,-633.9571101696539
-624.1772299025888,-623.9392614316778,-623.2708106706917,1453.3583769311224,1453.2246867789256,1478.0910550876029,1477.6899846310116,1489.3210278721672,-437.68882589815956,-545.1102000901254,-551.7813386847654,-649.1282686409913,-633.9214594624015
-623.9807053788588,-623.9392614316778,-623.2307036250327,1453.8931375399113,1453.090996626728,1476.8878437178284,1478.2247452398003,1487.048295284815,-437.68882589815956,-544.9564564150986,-551.7880231923752,-649.1196530534054,-633.925915800808
-624.2387273725994,-623.8991543860186,-623.2307036250327,1454.4278981486998,1452.823616322334,1477.0215338700255,1477.1552240222227,1487.9841263501953,-437.78909351230743,-544.8495042933409,-551.4905626037364,-649.1301997209675,-633.925915800808
-624.3256259715276,-623.8991543860186,-623.2440726402524,1454.294207996503,1451.6204049525593,1477.5562944788144,1477.4226043266171,1487.1819854370121,-437.68882589815956,-544.8093972476818,-551.8013922075949,-649.1177219734292,-633.9214594624015
-624.8363223529209,-623.925892416458,-623.2708106706917,1454.294207996503,1450.818264039376,1476.4867732612365,1475.8183225002508,1486.6472248282234,-437.2209103654694,-544.8093972476818,-551.7111513548617,-649.1288628194457,-633.9125467855882
-624.6357871246252,-623.8991543860186,-623.217334609813,1454.6952784530943,1449.7487428217983,1475.8183225002508,1475.1498717392647,1485.711393762843,-437.621980822061,-545.0700930444663,-551.4771935885167,-649.1318337117167,-633.9080904471817
-624.0074434092983,-623.9526304468975,-623.2440726402524,1454.6952784530943,1448.6792216042209,1475.8183225002508,1474.8824914348706,1486.1124642194347,-437.62198082206095,-544.6690225878747,-551.607541486909,-649.12737737331,-633.9437411544342
-624.0315076366938,-623.925892416458,-623.2574416554721,1454.5615883008973,1449.3476723652068,1476.2193929568425,1474.2140406738845,1485.4440134584486,-437.6888258981596,-545.1636761510042,-551.6275950097386,-649.1226239456764,-633.9437411544342
